run_id,window,start,end,n_bars,timesteps,cumulative_return,sharpe,max_drawdown,final_equity,news_coverage,calmar,approx_kl,entropy_loss,ppo_updates
20260824_082219,1,2026-02-24,2026-03-30,1883,65536,1.4362706410462374,0.2895230555543417,0.0089263526275626,2436270.641046237,1.0,160.90229693719905,0.0110400337725877,-7.082847139239311,8
20260824_082219,2,2026-02-25,2026-03-31,1924,65536,3.0,0.3261369715998939,0.014833357350308,4000000.0,1.0,202.2468635489124,0.0118110626935958,-7.076261651515961,8
20260824_082219,3,2026-02-26,2026-04-01,1956,65536,3.0,0.314671573952104,0.0227901726190802,4000000.0,1.0,131.6356857028963,0.0104775046929717,-7.028882585465908,8
20260824_082219,4,2026-02-27,2026-04-02,1956,65536,3.0,0.31233026012257875,0.028375972180265854,4000000.0,1.0,105.72324997155016,0.011231261305510998,-6.973793321847916,8
