datetime,ticker,sentiment_score
2026-02-24 00:00:00,HK.00700,-0.016694199999999996
2026-02-24 00:10:00,HK.00700,-0.012213666666666664
2026-02-24 00:20:00,HK.00700,0.006188300000000005
2026-02-24 00:30:00,HK.00700,-0.018507599999999996
2026-02-24 00:40:00,HK.00700,-0.09742289999999998
2026-02-24 00:50:00,HK.00700,0.1637257
2026-02-24 01:00:00,HK.00700,0.026209200000000002
2026-02-24 01:10:00,HK.00700,0.0418869
2026-02-24 01:20:00,HK.00700,0.08683989999999998
2026-02-24 01:30:00,HK.00700,0.21482119999999996
2026-03-10 00:00:00,HK.00700,0.3035253
2026-03-10 00:10:00,HK.00700,0.2297538
2026-03-10 00:30:00,HK.00700,0.23999289999999998
2026-03-10 00:50:00,HK.00700,0.16546000000000002
2026-03-10 01:00:00,HK.00700,0.11706590000000001
2026-03-10 01:10:00,HK.00700,0.08858490000000002
2026-03-10 01:20:00,HK.00700,0.11599550000000003
2026-03-10 01:30:00,HK.00700,0.16656800000000002
2026-03-10 01:40:00,HK.00700,0.19529889999999997
2026-03-10 01:50:00,HK.00700,0.318479
2026-03-10 02:00:00,HK.00700,0.1609093
2026-03-24 00:00:00,HK.00700,0.05267250000000002
2026-03-24 00:10:00,HK.00700,0.10986460000000002
2026-03-24 00:20:00,HK.00700,0.13264510000000004
2026-03-24 00:30:00,HK.00700,0.1616023
2026-03-24 00:40:00,HK.00700,0.12135730000000002
2026-03-24 01:00:00,HK.00700,-0.012351299999999973
2026-04-07 00:00:00,HK.00700,0.30264909999999995
2026-04-07 00:10:00,HK.00700,0.2911184
2026-04-07 00:30:00,HK.00700,0.33984030000000004
2026-04-07 00:40:00,HK.00700,0.2824645
2026-04-07 01:00:00,HK.00700,0.20433390000000004
2026-04-07 01:10:00,HK.00700,0.2545251
2026-04-07 01:20:00,HK.00700,0.24340950000000003
2026-04-07 01:30:00,HK.00700,0.30413850000000003
