datetime,ticker,sentiment_score
2026-02-24 00:20:00,HK.03750,-0.186217
2026-02-24 00:40:00,HK.03750,0.15363849999999998
2026-02-24 00:50:00,HK.03750,-0.1081806666666667
2026-02-24 01:10:00,HK.03750,-0.019732000000000027
2026-02-24 02:00:00,HK.03750,0.02054899999999998
2026-02-24 02:50:00,HK.03750,0.053892571428571415
2026-02-24 03:50:00,HK.03750,0.07870612499999999
2026-02-24 04:50:00,HK.03750,0.10051777777777778
2026-02-24 05:10:00,HK.03750,0.125383
2026-02-24 05:50:00,HK.03750,0.1933447
2026-02-24 06:50:00,HK.03750,0.2872111
2026-02-24 07:00:00,HK.03750,0.3423718
2026-02-24 07:40:00,HK.03750,0.2785475
2026-02-24 07:50:00,HK.03750,0.2514124
2026-02-24 08:00:00,HK.03750,0.26131
2026-02-24 08:10:00,HK.03750,0.1678834
2026-02-24 08:20:00,HK.03750,0.0758876
2026-02-24 08:40:00,HK.03750,0.1054621
2026-02-24 08:50:00,HK.03750,0.1253448
2026-02-24 09:10:00,HK.03750,0.0987358
2026-02-24 09:20:00,HK.03750,0.09487469999999999
2026-02-24 09:40:00,HK.03750,0.09001699999999997
2026-02-24 09:50:00,HK.03750,0.04048579999999998
2026-02-24 10:50:00,HK.03750,0.1309119
2026-02-24 11:00:00,HK.03750,0.12556409999999998
2026-02-24 11:50:00,HK.03750,0.14553389999999997
2026-02-24 12:50:00,HK.03750,0.09625670000000001
2026-02-24 13:10:00,HK.03750,0.08087620000000001
2026-03-10 00:00:00,HK.03750,0.1512997
2026-03-10 00:50:00,HK.03750,0.21656069999999997
2026-03-10 02:30:00,HK.03750,0.20705609999999997
2026-03-10 02:50:00,HK.03750,0.2730138
2026-03-10 03:10:00,HK.03750,0.3106885
2026-03-10 03:50:00,HK.03750,0.33858570000000004
2026-03-10 04:30:00,HK.03750,0.3105128
2026-03-10 04:50:00,HK.03750,0.3308742
2026-03-10 05:00:00,HK.03750,0.3329808
2026-03-10 05:50:00,HK.03750,0.3981021
2026-03-10 06:00:00,HK.03750,0.39789979999999997
2026-03-10 06:50:00,HK.03750,0.2944465
2026-03-10 07:00:00,HK.03750,0.29385279999999997
2026-03-10 07:30:00,HK.03750,0.3290186
2026-03-10 07:40:00,HK.03750,0.2646724
2026-03-10 07:50:00,HK.03750,0.16780190000000003
2026-03-10 08:00:00,HK.03750,0.19869
2026-03-10 08:50:00,HK.03750,0.29605829999999994
2026-03-10 09:00:00,HK.03750,0.2973955
2026-03-10 09:10:00,HK.03750,0.2635866
2026-03-10 09:30:00,HK.03750,0.3030577
2026-03-10 09:50:00,HK.03750,0.3576151
2026-03-10 10:00:00,HK.03750,0.35930609999999996
2026-03-10 10:20:00,HK.03750,0.3633859
2026-03-10 10:50:00,HK.03750,0.36356859999999996
2026-03-24 00:30:00,HK.03750,0.36889869999999997
2026-03-24 00:40:00,HK.03750,0.34744309999999995
2026-03-24 01:30:00,HK.03750,0.3169247
2026-03-24 02:00:00,HK.03750,0.3287014
2026-03-24 02:10:00,HK.03750,0.24708229999999998
2026-03-24 02:30:00,HK.03750,0.27540489999999995
2026-03-24 03:30:00,HK.03750,0.2617363
2026-03-24 04:00:00,HK.03750,0.27572670000000005
2026-03-24 04:30:00,HK.03750,0.3954891
2026-03-24 05:10:00,HK.03750,0.3969354
2026-03-24 06:30:00,HK.03750,0.4513476
2026-03-24 06:40:00,HK.03750,0.3951402
2026-03-24 07:00:00,HK.03750,0.40284119999999995
2026-03-24 07:10:00,HK.03750,0.3153275
2026-03-24 07:30:00,HK.03750,0.16871219999999998
2026-03-24 07:40:00,HK.03750,0.1419887
2026-03-24 08:00:00,HK.03750,0.1803236
2026-03-24 08:10:00,HK.03750,0.1849233
2026-03-24 08:30:00,HK.03750,0.1825167
2026-03-24 09:00:00,HK.03750,0.2571106
2026-03-24 09:40:00,HK.03750,0.2370426
2026-03-24 10:00:00,HK.03750,0.2806507
2026-03-24 10:30:00,HK.03750,0.24575900000000003
2026-03-24 10:40:00,HK.03750,0.23738669999999998
2026-03-24 11:00:00,HK.03750,0.4435815
2026-04-07 03:10:00,HK.03750,0.4634494
2026-04-07 04:30:00,HK.03750,0.4545292
2026-04-07 05:10:00,HK.03750,0.450841
2026-04-07 06:00:00,HK.03750,0.37534709999999993
2026-04-07 06:10:00,HK.03750,0.38206120000000005
2026-04-07 07:00:00,HK.03750,0.36428930000000004
2026-04-07 07:10:00,HK.03750,0.2524363
2026-04-07 07:40:00,HK.03750,0.1742117
2026-04-07 08:10:00,HK.03750,0.19490359999999998
2026-04-07 08:30:00,HK.03750,0.33447340000000003
2026-04-07 08:40:00,HK.03750,0.3167327
2026-04-07 09:10:00,HK.03750,0.3217932
2026-04-07 09:30:00,HK.03750,0.2307908
2026-04-07 09:40:00,HK.03750,0.2238232
2026-04-07 09:50:00,HK.03750,0.2128149
2026-04-07 10:00:00,HK.03750,0.17135179999999997
2026-04-07 10:10:00,HK.03750,0.3228425
2026-04-07 10:30:00,HK.03750,0.2806878
2026-04-07 10:50:00,HK.03750,0.24881489999999998
2026-04-07 11:00:00,HK.03750,0.3397158
2026-04-07 11:10:00,HK.03750,0.3219981
2026-04-07 11:30:00,HK.03750,0.2796476
2026-04-07 11:40:00,HK.03750,0.2879007
2026-04-07 11:50:00,HK.03750,0.2971004
2026-04-07 12:00:00,HK.03750,0.2321978
2026-04-21 00:00:00,HK.03750,0.2196395
2026-04-21 00:20:00,HK.03750,0.2190872
2026-04-21 01:30:00,HK.03750,0.2892493
2026-04-21 01:40:00,HK.03750,0.3625477
2026-04-21 02:00:00,HK.03750,0.425104
2026-04-21 02:30:00,HK.03750,0.4299321
2026-04-21 02:40:00,HK.03750,0.41548159999999995
2026-04-21 02:50:00,HK.03750,0.3673713
2026-04-21 03:00:00,HK.03750,0.2223908
2026-04-21 03:10:00,HK.03750,0.2074089
2026-04-21 03:30:00,HK.03750,0.29273619999999995
2026-04-21 03:40:00,HK.03750,0.26468339999999996
2026-04-21 04:00:00,HK.03750,0.280847
2026-04-21 04:40:00,HK.03750,0.2574838
2026-04-21 05:10:00,HK.03750,0.28821559999999996
2026-04-21 05:30:00,HK.03750,0.2393329
2026-04-21 05:40:00,HK.03750,0.2927381
2026-04-21 05:50:00,HK.03750,0.26226140000000003
2026-04-21 06:00:00,HK.03750,0.27194619999999997
2026-04-21 06:10:00,HK.03750,0.2615903
2026-04-21 06:20:00,HK.03750,0.2667231
2026-04-21 06:30:00,HK.03750,0.28832430000000003
2026-04-21 07:00:00,HK.03750,0.19081420000000002
2026-04-21 08:00:00,HK.03750,0.16850240000000002
2026-04-21 08:10:00,HK.03750,0.22055270000000002
2026-04-21 08:30:00,HK.03750,0.291244
2026-05-05 00:00:00,HK.03750,0.29425299999999993
2026-05-05 00:40:00,HK.03750,0.2272699
2026-05-05 01:00:00,HK.03750,0.2030624
2026-05-05 01:30:00,HK.03750,0.1374415
2026-05-05 02:00:00,HK.03750,0.09264869999999999
2026-05-05 02:30:00,HK.03750,0.1024737
2026-05-05 04:00:00,HK.03750,0.152554
2026-05-05 04:30:00,HK.03750,0.1350571
2026-05-05 05:00:00,HK.03750,0.1711203
2026-05-05 06:00:00,HK.03750,0.1478128
2026-05-05 06:30:00,HK.03750,0.20925839999999996
2026-05-05 06:40:00,HK.03750,0.2005205
2026-05-05 07:30:00,HK.03750,0.2045005
2026-05-05 08:00:00,HK.03750,0.2015445
2026-05-05 08:30:00,HK.03750,0.1874218
2026-05-05 08:40:00,HK.03750,0.1631867
2026-05-05 09:00:00,HK.03750,0.1880484
2026-05-05 09:10:00,HK.03750,0.21783849999999996
2026-05-05 09:30:00,HK.03750,0.151155
2026-05-05 09:50:00,HK.03750,0.20371910000000001
2026-05-05 10:00:00,HK.03750,0.1947035
2026-05-05 10:50:00,HK.03750,0.2160847
2026-05-05 11:00:00,HK.03750,0.22416619999999998
2026-05-05 11:10:00,HK.03750,0.26486079999999995
2026-05-05 11:30:00,HK.03750,0.2867799
2026-05-05 11:40:00,HK.03750,0.3418362
2026-05-05 11:50:00,HK.03750,0.3134956
2026-05-05 12:00:00,HK.03750,0.29605889999999996
2026-05-19 00:00:00,HK.03750,0.32984199999999997
2026-05-19 00:10:00,HK.03750,0.3185827
2026-05-19 01:00:00,HK.03750,0.3261122
2026-05-19 01:10:00,HK.03750,0.36290300000000003
2026-05-19 01:20:00,HK.03750,0.3346878
2026-05-19 01:30:00,HK.03750,0.3283719
2026-05-19 01:50:00,HK.03750,0.3401456
