run_id,window,start,end,n_bars,timesteps,cumulative_return,sharpe,max_drawdown,final_equity,news_coverage,calmar,approx_kl,entropy_loss,ppo_updates
20260824_143412,18,2026-07-07,2026-08-10,1950,65536,-0.0092344939479348,-0.0158072949336447,0.0397768037539486,990765.5060520652,0.8585045541198899,-0.2321577672519289,0.0188338495790958,-6.467793038487434,8
20260824_143412,19,2026-07-08,2026-08-11,1950,65536,0.0140566341311429,0.0256067640658936,0.0174066954022986,1014056.634131143,0.850667231518746,0.8075417996506539,0.0223014131188392,-6.468752343952656,8
20260824_143412,20,2026-07-09,2026-08-12,1950,65536,-0.0244679257308344,-0.0345400256140924,0.0529109059101288,975532.0742691656,0.8429629629629629,-0.4624363410521479,0.0216970033943653,-6.447584219276905,8
20260824_143412,21,2026-07-10,2026-08-13,1950,65536,-0.0178808930707244,-0.0260460691128683,0.0567503827727991,982119.1069292756,0.8351322751322752,-0.3150796910447437,0.0239073187112808,-6.383945396542549,8
20260824_143412,22,2026-07-11,2026-08-14,1950,65536,-0.0401858525999193,-0.0685202463302119,0.0689760808840576,959814.1474000808,0.8273015873015873,-0.5826056233532324,0.0208808407187461,-6.350863794982433,8
20260824_143412,23,2026-07-13,2026-08-15,1950,65536,-0.0498729745471414,-0.0795501052057939,0.0798863649819982,950127.0254528584,0.8273015873015873,-0.6242989596332232,0.0271298736333847,-6.273127603530884,8
20260824_143412,24,2026-07-14,2026-08-17,1989,65536,-0.0610473965022277,-0.1277510867153901,0.0745237362807168,938952.6034977722,0.8192574459404325,-0.819167147930879,0.0333296172320842,-6.242333299708816,8
20260824_143412,25,2026-07-15,2026-08-18,1983,65536,-0.0168907608809782,-0.0663310996976916,0.0430173691657319,983109.2391190216,0.8132311415893505,-0.3926497879473682,0.0249094050377607,-6.237531977891922,8
20260824_143412,26,2026-07-16,2026-08-19,1944,65536,-0.0300440478327617,-0.1606636772155081,0.0448399556554033,969955.9521672385,0.8061059441973312,-0.6700284911887803,0.0331756696105003,-6.236032605171204,8
20260824_143412,27,2026-07-17,2026-08-20,1905,65536,-0.0002185149987996,-0.0031839593929297,0.0130404945122903,999781.4850012003,0.798946088366437,-0.0167566497262593,0.0282708704471588,-6.183184081315995,8
20260824_143412,28,2026-07-18,2026-08-21,1866,65536,0.0,0.0,0.0,1000000.0,0.7917513206013815,0.0,0.027671735733747482,-6.166409409046173,8
